1.550400560518230009e+01,2.433321617217655941e+00,1.510065058566028995e+01,3.733767057106859966e+00,1.768505772751031913e+01,2.291449260254183162e+00,1.726647647952190923e+01,3.139359359913073799e+00,1.126666666666666927e+01,1.459819662262322959e+00,1.100000000000000000e+01,2.000000000000000000e+00,7.951666666666666572e+01,6.950000000000000000e+01,1.426666666666666927e+01,1.400000000000000000e+01,7.521500000000000341e+01,8.550000000000000000e+01,4.634000000000000341e+00
8.908604410691786768e+00,2.081648952947507070e+00,8.366883528553429983e+00,3.366883528553429983e+00,1.130169369568707083e+01,2.080007534367271038e+00,1.098775775969576074e+01,3.139359359913073799e+00,7.200000000000000178e+00,1.325115920736684050e+00,7.000000000000000000e+00,2.000000000000000000e+00,1.044833333333333059e+02,1.045000000000000000e+02,8.650000000000000355e+00,8.500000000000000000e+00,7.923999999999999488e+01,6.678333333333333144e+01,2.286999999999999922e+00
9.450325292830145330e+00,2.571150700462148997e+00,9.733767057106859966e+00,4.366883528553429983e+00,1.161562963167837914e+01,2.472609700668856991e+00,1.098775775969576074e+01,1.962099599945670070e+00,7.400000000000000355e+00,1.575232024878681081e+00,7.000000000000000000e+00,1.250000000000000000e+00,5.714999999999999858e+01,5.550000000000000000e+01,9.449999999999999289e+00,1.000000000000000000e+01,6.238333333333333286e+01,8.456666666666666288e+01,7.080000000000000071e+00
1.439729556613828088e+01,5.866779938803243333e+00,1.610065058566028995e+01,7.142046174968503358e+00,1.637699132754654130e+01,6.822923851875433598e+00,1.883615615947844901e+01,8.240818319771822331e+00,1.043333333333333002e+01,4.346698207919944323e+00,1.200000000000000000e+01,5.250000000000000000e+00,1.432333333333332916e+02,1.310000000000000000e+02,1.336666666666667069e+01,1.500000000000000000e+01,8.359000000000000341e+01,6.321666666666666856e+01,4.490999999999999659e+00
1.445054215471690995e+01,2.781222379602628969e+00,1.441720882138358029e+01,3.366883528553429983e+00,1.731879913552046091e+01,2.741200757432856960e+00,1.726647647952190923e+01,3.139359359913073799e+00,1.103333333333332966e+01,1.746344042313624945e+00,1.100000000000000000e+01,2.000000000000000000e+00,2.998333333333333073e+01,2.900000000000000000e+01,1.386666666666667069e+01,1.400000000000000000e+01,7.369333333333332803e+01,7.641666666666667140e+01,8.076999999999999957e+00
5.890477096150878999e+00,2.160307434534245896e+00,5.733767057106859966e+00,3.000000000000000000e+00,4.525909743874682256e+00,1.919014631282035088e+00,4.709039039869611365e+00,3.139359359913073799e+00,2.883333333333332860e+00,1.222551744656062978e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.849833333333332916e+02,1.835000000000000000e+02,3.466666666666666785e+00,3.500000000000000000e+00,6.515166666666667084e+01,9.559999999999999432e+01,4.283000000000000362e+00
8.525866390926582383e+00,2.504115490391286780e+00,8.050325292830144974e+00,3.616883528553429983e+00,1.030756323171459066e+01,2.895308055247205026e+00,9.418078079739222730e+00,4.709039039869611365e+00,6.566666666666666430e+00,1.844521587568344945e+00,6.000000000000000000e+00,3.000000000000000000e+00,5.839999999999999858e+01,6.000000000000000000e+01,8.416666666666666075e+00,8.000000000000000000e+00,6.477166666666666117e+01,4.345000000000000284e+01,5.732999999999999652e+00
1.908290172280074870e+01,4.074932681623556263e+00,1.910065058566028995e+01,5.458604410691788367e+00,2.323125926335675118e+01,5.020646521391173955e+00,2.276035535936978960e+01,4.709039039869612253e+00,1.480000000000000071e+01,3.198516605330707918e+00,1.450000000000000000e+01,3.000000000000000000e+00,1.303333333333332860e+02,1.320000000000000000e+02,1.841666666666667140e+01,1.900000000000000000e+01,8.495166666666666799e+01,6.663333333333333997e+01,9.051000000000000156e+00
8.437013645685487617e+00,1.787217322658668950e+00,8.733767057106859966e+00,2.366883528553429983e+00,9.810497999728356788e+00,1.772712399836692931e+00,9.418078079739222730e+00,3.139359359913075131e+00,6.250000000000000000e+00,1.129346593749483096e+00,6.000000000000000000e+00,2.000000000000000000e+00,1.171833333333332945e+02,1.145000000000000000e+02,8.033333333333333215e+00,8.000000000000000000e+00,4.547833333333333172e+01,5.550000000000000000e+01,4.762999999999999901e+00
1.382018538922421946e+01,1.317005181040022954e+00,1.378409234993701027e+01,1.366883528553429983e+00,1.436256907160231044e+01,1.034972272904586932e+00,1.412711711960882965e+01,1.569679679956538010e+00,9.150000000000000355e+00,6.593525329532486934e-01,9.000000000000000000e+00,1.000000000000000000e+00,1.757666666666667084e+02,1.760000000000000000e+02,1.069999999999999929e+01,1.100000000000000000e+01,6.668833333333333258e+01,7.901666666666666572e+01,1.005100000000000016e+01
1.314778244876302971e+01,1.049391076466090977e+00,1.310065058566028995e+01,2.366883528553429983e+00,1.509508625558203043e+01,9.180820087066714486e-01,1.569679679956536944e+01,1.569679679956538010e+00,9.616666666666667140e+00,5.848849420870960714e-01,1.000000000000000000e+01,1.000000000000000000e+00,1.483166666666666913e+02,1.495000000000000000e+02,1.144999999999999929e+01,1.100000000000000000e+01,7.127500000000000568e+01,7.020000000000000284e+01,8.558999999999999275e+00
2.434810774159317148e+01,2.678127204892930102e+00,2.446753411421371993e+01,4.366883528553429983e+00,2.945765532718435153e+01,2.924013066998369936e+00,2.982391391917420975e+01,4.709039039869612253e+00,1.876666666666666927e+01,1.862808765594347937e+00,1.900000000000000000e+01,3.000000000000000000e+00,1.448666666666667027e+02,1.450000000000000000e+02,2.243333333333333002e+01,2.300000000000000000e+01,7.278499999999999659e+01,8.053333333333333144e+01,8.127000000000000668e+00
1.497462260493911046e+01,2.313214718861094088e+00,1.510065058566028995e+01,3.366883528553429983e+00,1.624618468755015854e+01,2.814242088874658876e+00,1.569679679956536944e+01,4.709039039869612253e+00,1.034999999999999964e+01,1.792876677203709912e+00,1.000000000000000000e+01,3.000000000000000000e+00,1.316833333333333087e+02,1.305000000000000000e+02,1.241666666666666963e+01,1.200000000000000000e+01,6.481333333333333258e+01,4.143333333333333002e+01,1.100699999999999967e+01
1.229048633580275940e+01,2.468047524357621203e+00,1.210065058566028995e+01,2.366883528553429983e+00,1.246133460210394084e+01,2.297319818134063940e+00,1.255743743965230053e+01,3.139359359913072911e+00,7.938775510204081343e+00,1.463559634152665989e+00,8.000000000000000000e+00,2.000000000000000000e+00,1.802040816326530859e+01,2.000000000000000000e+01,9.530612244897959329e+00,9.000000000000000000e+00,3.474285714285714732e+01,8.904081632653061718e+01,5.804999999999999716e+00
2.564984052344633980e+01,4.890160887952749391e+00,2.506818469987400988e+01,6.733767057106859966e+00,2.535032683129808007e+01,4.791021795254237325e+00,2.511487487930459039e+01,6.671138639815278992e+00,1.614999999999999858e+01,3.052228971573931027e+00,1.600000000000000000e+01,4.250000000000000000e+00,2.111833333333333087e+02,2.110000000000000000e+02,1.933333333333332860e+01,1.950000000000000000e+01,5.117666666666666941e+01,4.808333333333334281e+01,8.355000000000000426e+00
4.740368665207497223e+00,1.702290363513401017e+00,4.733767057106859966e+00,2.708604410691787923e+00,3.793392559894964933e+00,1.053633932932807049e+00,4.709039039869611365e+00,1.569679679956536900e+00,2.416666666666666963e+00,6.712413662397548331e-01,3.000000000000000000e+00,1.000000000000000000e+00,1.483833333333332973e+02,1.480000000000000000e+02,2.799999999999999822e+00,3.000000000000000000e+00,5.375666666666666771e+01,9.700000000000000000e+01,3.084000000000000075e+00
